Rating,Date Experienced,Review Title,Review
1,2023-01-25,PLEASE LISTEN TO YOUR MEMBERS,could see member utterly dismayed unprecedented change closing time choose location hr opening time conferring degree flexibility management dealt issue best approach even corporate level much notice blatant note social medium value member think care switch different far perfect state start new announcement taking p £s max management cited saving electricity manpower among issue faced low usage hour well check across country sure different train country work never heard closing time changed perhaps try harder promoting local community boost member number rather neglecting lack lustrous upkeep existing member justice oh yes go london road must kidding war zone wooden panelled ceiling leaking water condensation mirror opposite weight area see thing may even forget look like minute full juvenile trigger happy kid used playground social hub area central safe night notable undesirable character prowl inside definite health hazard health inspector paid visit pas health safety test operate pungent smell damp filled air enough intoxicate anyone worst member still paid amount despite changed closing time word apology corporate incentive member stay…even response trustpilot generic cut paste might well close brighton central easier staff excellent general including manager powerless higher managerial decision endure disgruntled member rebuke could imagine general awesome petition circulating around think someone writing local mp local newspaper time management listen value member open till week day later weekend time listen love far perfect make perfect home year kind consideration much appreciated
1,2023-01-17,"Not for regular gym goers, just iron pumpers",normally go puregyms home midland fantastic value money great frill facility visited whilst long work trip area impressed proper mostly weight little cardio reason seems like whoever set experience small seedy cater iron pumping candy user rather bigger commercial targeted regular member public towards end trip went try uni bangor much better let pay go
1,2023-01-30,Disappointed by timing change - Beeston PureGym,friend member cancelled membership recent time change least could done kept open till midnight used always go evening empty fact would hardly able use busy disappointed timing changed back would come back using wonderful location shame timing change
1,2023-01-16,Dishonest advertising,hr opening advertised prominently selling point signed th jan th jan changed opening hour feel dishonest must known opening hour changing decided take money new member false pretence anyway
1,2023-01-30,Kids club,member month afraid seeing slip standard rather improvement looking somewhere else train fully understand get pay life certain time busier others choice time go window around unfortunately seems collide school kick time swamped kid teenager would say age training large group loitering around larking around interested training phone chatting even kit time little go long group chat set exaggeration minute available etiquette youngster none existent point almost funny leave without drop sweat overly problem kid nothing else locally know etiquette practice issue staff manager pt stood seeing saying nothing watching leave everywhere cleaning scream place interested getting max number door rather good training environment suggesting kick new least word leader disperse large group improve etiquette summurise new goer go weekday daytime youngster looking somewhere hang would recommend want kind intensive workout immediate advanced goer really would recommend frustrate ruin better paying bit travelling bit get somewhere bit serious
2,2023-01-30,The classes have the music and audio…,class music audio pt way loud especially multiple people spoke appreciate loud hear music concentrate workout
1,2023-01-23,It used to be a great gym…,used great morning workout used go generally okay never busy changed recently opening hour changed pm weekday pm weekend find always way crowded fun anymore even change membership cost able access limehouse make difference far wanted go limehouse would signed anyway sure reason disappointed…
1,2023-01-29,Membership cannot be cancelled,membership cannot cancelled pause done purpose like underhanded contract never cancel pause work couple month forget pause next time get charged loop cancellation process directed cancellation option exist two people family tried cancel damn thing find way customer service discus problem managed get touch via twitter ignored afterwards basically fraud
1,2023-01-16,Horrified at the staff,horrified staff serious attitude problem extra prancing around give anxiety going name christina play music take set using space weight member use disgusted making formal complaint management seriously order kind attitude need left home bought public place
2,2023-01-29,Everything about this gym was perfect…,everything perfect changed opening hour believe terrible decision going castle maria work cancel membership revert back sign straight back listen customer guy aint broke try fix
2,2023-01-27,Ladies side has had some great changes…,lady side great change extra space machine pt christina rave going absolutely shocking private bootcamp lady area use studio free time extremely loud music powering play ontop already playing via speaker distracting happy member
1,2023-01-28,Stop apologizing and fix it!!!,stop apologizing fix apology mean nothing
2,2023-01-29,No longer 24/7 - hugely disappointing,used fine commercial best decent enough pay great central location beeston changed opening hour longer disadvantage huge amount u prefer early morning workout late workout giving option going castle marina ridiculous convenient location majority therefore need get public transport drive castle marina putting added cost top membership also meant even old non peak time busier still wait whole reason lot u went different time
1,2023-01-28,No longer 24 hours,longer hour “alternative” big change back
1,2023-01-28,Mis-sold premium membership,attending year first purchased premium plus membership sold access premium multi vitamin water free access body measurement machine got restricted hour meaning much busier day addition shift worker extremely inconvenient restrictive attend hour access main reason join multi vitamin water restricted certain volume every minute suitable intense workout especially normal water fountain order week another change class fewer varied time never used case finally modern body scanner replaced cheap one look like belongs boot store well requiring £ coin considering membership included joined offered lower quality version £ disappointing shame staff fantastic feel conned money paying worse experience multiple way *edit* thanks useless reply castle marina viable option early morning late night suggest show lack thought consideration
1,2023-01-28,Recently changed its 24 hour opening…,recently changed hour opening time nothing amount usage using excuse change hour beeston want pay enhanced insurance night usage contract state opening hour changing term contract breach contract
1,2023-01-28,Not having 24/7 access is nonsense,access nonsense crowded always rush get cause door apparently lock hour earlier closing time looking another soon leave thing like edit reply non sense mine people open cut hour reduce energy cost
1,2023-01-23,This puregym in Hammersmith have racist…,hammersmith racist manager british whatever want move person stuff use machine thing want side british mean quiet say anything rule mean super set someone see machine empty use without saying anything know rule toilet dirty nobody care
2,2023-01-26,Give us back 24/7!,bother mentioning faulty thing change opening time back advertised atleast even weekend going opened hour hour weekend bad getting crazily overcrowded day basically possible get machine bench without waiting answering used much hour far beyond ridiculous require member staff present night hour please consider people [ big part
1,2023-01-26,Gone from bad to worse..,trained year gone bad worse move shocking peak membership still pay train pm crowded people pm night struggle find free bench half light faulty place dirty broken missing air con pump hot air seems company care making money member taking money elsewhere shocking business even bother
1,2023-01-26,No longer 24/7 - poor maintenance,longer staff friendly machine light cctv hot water always broken lately changed opening hour closed pm already busy enough choose reduce operation hour make worst also cancel membership website button work email get back could cancel direct debit suspicious imagining showing turnover retention report investor member quitting reason failed payment instead poor management cause able cancel website provide reason
1,2023-01-25,Possum?!?!?!?,possum locker bloody nightmare
1,2023-01-23,This should be renamed as a Boxing Gym,frequent user last month training experience become joke easily solvable problem fighting evening studio become fight club large group young male fight sometimes put full boxing gear spar sometimes full fight whilst onlooker sit around edge spitting vaping female wanting stretch area almost bound incredibly intimidating happens despite understanding contact sport licence advertised boxing sharing code sometimes entering nightmare large group young male look stood entrance texting code enter surely check system single code used multiple time couple minute suspend day ago one lad literally shouting code glass friend stuck inside thought policy share code
1,2023-01-24,Such a terrible idea to move from 24hr opening times...,terrible idea move away hour opening time working late night worked perfectly cancelling membership moving elsewhere changed shame route home work bad others make going go way work
1,2023-01-25,Left after one visit.,member time issue moved colchester went within minute angry manager pounced carrying small draw string bag tried explain thing need use busy power ego trip staff seem really bad attitude towards member based way look terminated membership immediately
2,2023-01-25,Not enough equipment,quite good opened lack weight plate even member absolutely rammed new member lack plate complete lack general many casual member spend time chatting many young member spend time playing around working thats good well people different exactly array different multiple item bare minimum taunton offer shame used go various center around country one far equipped
1,2023-01-24,Wish I could give a 0 star rating,wish could give star rating changing hour noticed low usage ridiculous logic quiet around till moving thegym group since care customer view goodbye
1,2023-01-25,Terrible customer service,terrible customer service changed opening time email customer signed newsletter surely change big would want inform customer fully neglected customer dismissive complaint see suggesting customer go limehouse east india good enough people especially woman feel comfortable walking late hour inadvertently putting people risk one expensive london would think facilitates would reflect clearly taking advantage location upping price match banker cutting hour pm limit many people numerous review stating busy night reason change hour surely change membership price reflect utterly disappointed complete lack communication staff care customer
1,2023-01-25,Functional area is non functional!!!,functional area non functional month look like building site mean rds available use causing long wait zero correspondance apart sign entry november saying would take day sort get update rd reduction fee till sorted
1,2023-01-25,Booked a class that got cancelled with…,booked class got cancelled notification text would appreciated
1,2023-01-23,This gym is a disgrace,appalling light fixed month hot water missing week hour cut mean cannot train saturday morning open change manager said experiment week leave open four five manager want take responsibility anything pas buck another manager trainer seem demoralised talk problem listed people training block lot machine time ask trainer say spoken manager nothing meant everyone everything select taking two squat rack bench press treadmill allowed three dumbbell time stop others training needed one manager buck stop manager get thing fixed stop anyone us one thing time could walk round putting weight away stopping people
1,2023-01-24,I don't usually leave reviews however…,usually leave review however massively dissapointing change opening time puregyms meant hr completely unnecessary aggravating usually train late due schedule less functional although ongoing issue lighting cctv cleanliness hot water subsequently looking alternative
1,2023-01-24,Gym closes to early. Signed up to a 24/7 Gym,love totally disappointed change opening hour still trying get complaint email manager response generic feedback email address
1,2023-01-13,The showers in this Gym are appalling,shower appalling cannot regulate temperature keep pressing button every second get water great portland street depressing personnel present obtain assistance cleaner changing room paid £ requested refund day joining club without response avoid club like plaque update refunded thank
1,2023-01-22,Would give you zero,would give zero earth would u moving away hour day restricted hour already busy get worse due limited hour please change back lose lot long serving member
1,2023-01-18,Leaky roof and no air con,never air con roof leak badly also much busy late brighton central close pm
1,2023-01-02,Please avoid this gym,still charging price amount issue last month terrible light broken several week boiler broke several month cctv broke time bike got stolen outside one member staff said hed contact back regarding stolen bike management taken look cctv one contacted new machine broken week go light broken safety hazard could easily fixed poor area cancelling membership soon possible please avoid
1,2023-01-23,AVOID AT ALL COSTS!!,absolutely appalled state light worked past month cctv working ceiling leak staff rude unhelpful also unsafe possesions stuff got stolen locker week longer suit life style price even decreased since left better telling friend family collegues avoid cost
2,2023-01-21,Concerns,toilet always order people wcs order quite long time number locker sufficient frequent announcement safe training constant cctv observation day group youngster boxing studio risking people nobody team bothered stop
1,2023-01-16,False advertising,advertised hr signed day later receive email saying moving limited opening notice discount price feeling ripped edit response every review addressing false advertising low usage night currently min new closing time people according app
2,2023-01-20,Disgusting lack of standards of cleanliness,large felt socially distance quite well however cleanliness really poor since lady used work moved toilet shared gender repulsive time even theyve supposedly checked management rota pubic hair urine god know bowl seat dropped water bottle floor mop toilet tissue next person slip came black think floor ever mopped sanitising spray refreshed month unlikely actually useful used clean empty completely since november someone immune system problem area important manager looking customer review one mentioning cleanliness add air smell stagnant stale damp although air conditioning vent periodically cleaned system need complete overhaul since dealing many bug virus year absolute shame thing left slide way especially vulnerable people like found benefit using think cancelling membership honest fine goer hygiene standard otherwise best looking elsewhere
1,2023-01-21,Change to opening hours,loyal member year always early bird following recent amendment opening hour struggling fit workout work finding busy queue door extremely frustrating offered financial discount alternative arrangement made castle marina viable term transport etc supported business throughout pandemic feel like loyalty vein unappreciated seeking alternative soon possible
1,2023-01-21,Not a great first impression,recently signed great first impression first time using tbh great first impression weight dumbbell everywhere seem find pair dumbbell everything everywhere massive sandwich board saying membership suspended weight reracked pointless sign police completely understand saturday night unstaffed surely busy time staff needed also understand paying low rate first impression good one space bland colour long overdue refit amount cardio compared free weight resistance machine ideal find waiting bench resistance machine day people training weight wether free weight resistance machine perfect cardio lighting need outside entrance dark especially small step bit dangerous tbh considering cancelling doubt taken onboard anyone get contact
2,2023-01-20,Not 24 hours! No notice to new members,joined week announced new hour hour mention new member paid despite closing pm edit peak time member go instead pm till midnight hour min ridiculous restrictive busy towards closing time always time use machine
1,2023-01-21,Poor gym,expectation punching bag slow app could get locker room night get clothes training front door work properly lot kid sitting phone occupying exercise machine big downside locker room shower inability unsubscribe app
1,2023-01-19,No longer 24/7,changed opening hour longer able go anymore sensible time fit shift pattern alternative walking distance
2,2023-01-20,Dirty entrace to males showers,dirty entrace male shower floor leading shower men changing room dirty muddy cleaned since shower reopened november th unhygienic understand mopped month reduced opening hour u liked early morning workout weekend possible disheartening happening
1,2023-01-20,Absolutely useless,absolutely useless read email stupid understand saying
2,2023-01-20,Best equipment removed,used really good removed christmas new year period chest press machine seated leg curl leg press overall awful nice staff clean lot best machine removed replaced like like new machine also seem lower quality understand need standardise machinery unfortunate cable helpful
2,2023-01-20,At Bletchley the showers fluctuate…,bletchley shower fluctuate hot stone cold also understand like play music loud virtually everyone wear headphone nearly empty
1,2023-01-19,Appalling.,appalling fix purpose firstly sent email manager palmer green response poor wi fi currently toilet order back machine worked since opened leg push machine squeak poor air conditioning basically join palmer green head southgate find alternative
2,2023-01-17,Youth centre for bored young boys,crowded evening young boy nowhere else go bum around chatting changing room group boy vaping using camera phone checking naked old men getting changed
2,2023-01-18,No consistency,last month class normally keep changed cancelled retain staff keep leaving month ago class week next week class due another staff member leaving class available want leg bum tum like circuit based class appears despite number complaint member gum care quite people left give couple month probably leave improve need ask staff keep leaving
1,2023-01-19,Unfriendly unresponsive people,unfriendly unresponsive people crowded people hall many people bad atmosphere
1,2023-01-19,Join a different gym,recently put membership hold due back injury yet still tried take money girlfriend account took joint membership u suspended membership due debt next month payment suspended month never attended added ‘admin fee submission fee crank debt even higher form intimidation absolutely way contacting phone ‘purely online way going inside talk someone cannot even enter without scanning app enter pod always stink inside overly corporate overly woke always packed brim inside customer nearly year left choice cancel membership paying nearly £ month never attended due injury
1,2023-01-18,Not 24/7 sad times,normally good changed time hour suit life style work stuff thought whole point appeal
1,2023-01-18,Unacceptable corporate robbery,blanket response regarding recent shockingly dumb decision limit opening hour would like apologise inconvenience caused due noticing lower usage night made decision close certain hour member however able access london limehouse complete lie never seen busy pm ever honestly popular staggered done anything immediate reversal decision result leaving really hope make right choice
1,2023-01-17,The gym was advertising as a 24h gym…,advertising h changed closing pm workout late evening
1,2023-01-18,No longer 24/7 but no reason given,longer reason given ‘thanks understanding despite explaining reason mean ridiculously busy early late working hour cannot use
1,2023-01-18,they have a very poor website and no…,poor website help canter cannot upgrade downgrade membership profile
1,2023-01-16,Impossible to train now as from 6pm,impossible train pm sooooooo busy close pm watching app went pm late could hoping would quieter still people hard train also pm start get chased like rat limehouse convenient hence signed canary wharf last week checked busy left pm week started closing early still people inside hour picked make sense work maybe one look data pm enough people inside warrant keeping open hard cancelling membership
2,2023-01-18,Am not liking the new times it's making…,liking new time making really busy time wait long use fine soon find another leave
1,2023-01-18,Disappointed about the new opening hours…,disappointed new opening hour appreciate many like workout infuriating thing advertise base membership £ charge £ member since probably much longer
1,2023-01-17,Really angry and disappointed that you…,really angry disappointed mentioned website joining opening hour changed certain opening time call daylight robbery cancelling membership attend pm
1,2023-01-17,"same price, changed opening hours from 24/7 to 6am-10pm, not even worth it",brag open changed opening hour one used come pm crowded serving entire canary wharf cheek continue charging even changing opening hour like keeping light cost much could easily implemented peak offpeak pass pay price actually decent opening hour advantage
1,2023-01-17,Parking situation is a joke,parking situation joke clear input registration get free parking facing multiple fine £ pop joined jan looking cancel thats happens small sign may cover legally need made ultra clear come definitely
1,2023-01-17,SAVEHALF,got promo code membership reject code state able use final payment stage application surprise surprise cannot use payment stage pay full amount
1,2023-01-13,You can't charge £40 for this?!,disappointed move hour opening pm weekday mean unable use even angry money taken account membership month informed change fact informed change day happened really poor form
1,2023-01-16,"Avoid, waste of time",went saw line went straight limit hour capacity accomodate people whose hour cut spare cheeky marketing bull popularity handle running proper without queue stupid decision leave place let someone else run damn popular come afford pay light heating night gotta cut hour genius change slogan popular broke business uk would good laugh whole sit ur fine appoint liz truss ceo happened
1,2023-01-16,puregum = pure disapointment,wildly disapointed change hour opening sole reason signed flexability disapointed self nice amount avoid peak time make
1,2023-01-16,I am trying to use my Vitality with Pure Gym and it is impossible!,trying use vitality information website say anything super difficult contact since channel operated bot tried facebook e mail etc impossible customer service planing enrol knowing everything automatic human contact anything problem give way solve installation reasonable though live nearby option like yes
1,2023-01-16,One of the most expensive Pure gyms and…,one expensive closing pm weekday least make weekday weekend london
2,2023-01-15,Gym is freezing,freezing tv turned staff training music turned low pt staff bothered people clean
1,2023-01-16,What's going on,changing room closed shower closed accessibility shower toilet working whole nowhere get changed multiple machine broken half running machine turned notice say changing room shower back use
1,2023-01-08,Join at your own risk. Paid and not able to use gym,joined bournemouth triangle attend class today still use download app would show membership cancelled mallard rd would let anything payment done debit set called customer service phone even phone number appears everywhere contacted twitter bot answer ask pin code hour later someone answer helped transferring membership mallard rd exactly opposite asking inconvenient far away expensive charge difference next month told wrong never answer guess cancel ask refund able attend mistake refund take matter join without customer service dysfunctional app risk
2,2023-01-14,I was very disappointed in my first…,disappointed first visit minimal cheap standard many plate go hunt take machine machine wait someone finish alot men urinal strong smell pee seem like cleaned one week next hot good know like summer doubt even last month
1,2023-01-13,Shocking maintenance,member year even continued membership covid order support location make convenient maintenance disgraceful lost count amount time seen nut bolt literally fall machine water fountain action week help wonder maintenance would quicker required paid drink machine really poorly managed
2,2023-01-11,Pure Gym Woolwich,woolwich month getting worse time open offer much class anymore always fully booked cancelled work
1,2023-01-13,So after writing my review In December…,writing review december one business linked trust pilot account spam review service despite trading month suspicious one review say first complain company linked negative review sure make mind notice influx review receiving negative review think reading naive people good covering tried tarnish reputation spite wish delete review would suggest getting review dormant company taken
1,2023-01-12,Great gym,great bin comin ere year problem yanga juice machine always order ya pay month never working bring juice rely 😕 last session aint bin working
2,2022-12-17,"Machines, lockers, drink dispenser all broken",month back machine broken getting fixed drink machine pay extra work half time mentioned staff said yeah temperamental professional response half locker men changing room broken keep screwdriver bag fix one took second fix one quickly really make wonder fixed yet trying cancel membership online hell chore keep sending loop call overall really recommend
1,2023-01-11,Turned up for first time at puregym in…,turned first time glossop sign said maximum parking minute hr waste time hr entered membership cancelled
1,2023-01-11,The move away from 24 opening hours to…,move away opening hour new daily restricted hour brighton central mistake
2,2023-01-10,Telford - Smelly toilets and showers,telford stink lady toilet shower every time visited really unpleasant smell worry using facility risk taking health one thing catch public shower legionnaire disease
1,2023-01-11,Very bad and difficult to get in…,bad difficult get contact someone going cancel
2,2023-01-10,Paying more for less???,good staff sound advertising hour anymore real reason given price well already expensive london open less wha
1,2023-01-10,Horrible,extremely dirty especially bathroom shocking prepared occasionally go hunting weight one put back even pt seem cable always broken take month repair get really busy phone service actually want join
1,2023-01-10,PureGym Canary Wharf are cheats!,canary wharf reduced hour open still charging fee cheat
2,2023-01-09,Pretty fed up,pretty fed despite paid date membership app show cancelled main site far biggest issue talk anyone sort bot answer customer service waited day one come back either facebook email made resolution get every day completly f++*ed first day
2,2023-01-09,Pretty fed up,pretty fed despite paid date membership app show cancelled main site far biggest issue talk anyone sort bot answer customer service waited day one come back either facebook email made resolution get every day completly f++*ed fist day
1,2023-01-09,Tray to used promo code GET £0 JOINING…,tray used promo code get £ joining fee use code zerojf plan section hurry end midnight one big scam working put official page xd
1,2023-01-08,Leak from the air conditioning unit in…,leak air conditioning unit studio area month still solution bucket underneath leak … black mould growing wall dangerous breathe disappointing really
2,2022-12-24,Claim to be 24/7 yet they close without warning,signed day pas rd december try place seemed ok apart broken like rowing machine turned next day find paper note outside bi fold door visible place closed stating shut midday would open christmas day iirc closed boxing day new year eve day waste pas journey time fuel warning signed phone app mention anything total incompetence part sure whether bother full membership customer treated
1,2023-01-08,Worse by the day,get brand new investor something higher price sloppier service something need change spiralling fast say goodbye reputation became popular reason aint broke fix sad see become greed
2,2023-01-08,Morning classes should be 7frpm 7am not…,morning class frpm early bring spin class back
1,2023-01-07,Bring back hip thrusts,revamp sept oct could find number girl woman back free weight barbell hip thrust happy content set following revamp space set rather thrust machine gave machine chance tried stop set could get weight bar lock made uncomfortable knowing could stop set whenever began struggle would able go failure would lock machine final raise hip thrust super simple exercise basic want use machine simple see preacher curl station removed forcing member use machine option unfair paying member want set track weight opt safely exercise often performed kg+ therefore option safely opt important noticed another member move box downstairs th jan set barbell perform way used th entered two big chest machine placed obviously ensure space practice continue say completely ignoring want habit member people paying go offering alternative thrust simply good enough also say go upstairs thrust area bench barbell weight weighted sack one want use expect u carry plate barbell upstairs use instead know adamant stubborn refusing let people thrust basic yet popular movement way feel comfortable matter much would go way move people literally space shame noticed influx girl hit many pb comfortable well laid clearly see inconvenience additionally weight kg placed studio think realise actually isolate girl feeling welcome want grab use step ups box studio often class say actually disappointed see member habit choose completely isolate group sake either put barbell weight upstairs girl hip thrust keep box wall space free downstairs solution paying customer making feel like workout inconvenient know one feel way overheard manager asked happened stupidly choosing back layout decision surely people bringing box see layout problem workout hope see solution soon
1,2023-01-06,Can a member of the team please empty…,member team please empty trash lady toilet emptied week rotting banana period sanitary product flowing bin actually vile
1,2023-01-03,Improvement needed,improve servicing machine cardio machine working men toilet stink sanitising gel need topping regularly
1,2023-01-06,Cannot seem to change my home gym so i…,cannot seem change home send email get automated response telling cancel restart wanna pay money hard change home
1,2023-01-06,Please don’t sign up,please sign every avenue ignored refund request term condition give back satisfied illegal evidence gaslighting customer keep money beyond legal anyone take court please bad turn disabled said understand ignored load email facebook ignored message beyond human morally wrong
2,2023-01-05,Just stopped classes at 5.30pm,first joined go class work mon tues thurs @ pm ideal time go way home stopped class stating staff run complained saying lady class disappointed could please consider bringing back would look manager basically said go care
2,2023-01-05,Standards have dropped,le mill class never brought back covid appreciate time tough may expensive even replaced equivalent studio class saturday morning also less choice evening spin class used option pm pm class one bike replaced refurb month ago already order nothing seems maintained followed issue resolved one week next fan new layout cardio machine low ceiling touch bizarre machine face wall claustrophobic alternative machine directly come door find intimidating everyone looking come
1,2023-01-05,Customer service is absolutely…,customer service absolutely appalling everything say one response allow easily cancel membership freeze unfreeze want keep taking money customer service website app appalling actually bad
2,2023-01-03,This review is only about the lack of air conditioning,review air conditioning problem trainer class etc wonderful waiting year decent air conditioning air circulation living month disruption due refurbishment problem air still addressed new functional room totally without c unpleasant place train despite wonderful new setup main floor also stuffy tends smell one enters via pod one hit stale heavy air putrid smell studio spin room pretty good admittedly thank least time year many new member due new year resolution get shape regular hear many complaining advertised c feel like inside spoken lovely manager seems cannot control c please may ask look seriously consider health implication training hot still air thank much
2,2023-01-03,Don’t look like the place had…,look like place refurbishment clean damaged price increased worth
1,2022-12-17,As soon as you walk in there is an…,soon walk awful smell air body odour overall smell unhygienic definitely need deep clean think also change peak time evening start pm pm tends get quite late
1,2023-01-04,Won’t let me cancel my account,let cancel account even phone number call reply email
1,2023-01-04,Unacceptably dirty,visited pm today tatty dirty soap men changing room disinfectant spray cleaning station speaker broadcast message commitment safe hygienic would take much improve start would staff cleaning place
1,2023-01-04,Waited 40 minutes after ringing the…,waited minute ringing bell speak instructor one came asked customer ask one see front interested joining told instructor said busy thought may reasonable place family join train service poor clearly good environment
1,2022-12-20,Couldnt get access despite having multi…,could get access despite multi access
2,2023-01-02,Overall cant complain much due to the…,overall complain much due price although point hopefully get back look heavily used surprising open long think need keep replacing bench hard hard end slipping one side maybe need look upgrading getting new supplier cramped large area class couple class day even busy seems like waste space need cable machine get really busy could leg machine understand space tight weight section ok little cramped biggest problem plate people put weight back find kg plate odd reason many odd plate wrong section staff need make sure people put weight back correct place maybe sign place people remember simple manner need limit amount member get really busy sign room move one ashford much better hopefully get bigger unit something space rammed
2,2023-01-02,More out of order equipment !!!,one running machine order sign week still non sign working also yanga drink station pay extra monthly order day issue management never around fix issue open shame manager seem make appearance usual great let poor management
2,2023-01-02,Key Area for Improvement,staff friendly wide range unfortunately let state cleanliness every aspect changing room workout area although small improvement last couple week way go minimum paper towel need available clean
2,2022-12-17,Manager gone,manager gone kit action shower working gone downhill quickly may change unfortunately
1,2022-12-27,Worse puregym I've experienced,fiveways broad street worse birmingham use different one monthly term keep hygiene period male changing room toilet disgrace going past year one stage last year toilet blocked nearly week imagine smell tissue fluid around floor day changing room still stink rd locker broke self well date broken missing hygiene station empty spray bottle looked review one person mentioned listed even said best birmingham shocking surely manager staff mentioned need sorting desperately
1,2022-12-31,Terrible Gym for people standing at…,terrible people standing whilst mobile phone staff interested spoken paisley badly need upgrade done replace like like nothing new staff rarely seen usually sitting office playing football outside office guess thats get qualify week course
1,2022-12-31,Used this gym for years,used year come every morning yes half men shower working yes locker mostly broken yes place desperate upgrade accept turning aircon know everyone trying save money energy unbearable cooking sweat sort please
1,2022-12-30,Poor poor poor!,poor unisex changing facility maybe locker provided shockingly inadequate class instructor terrible pump class worst ever attended air conditioning ineffective service cardio area seems blow hot air rather cool sadly pretty poor effort round
1,2022-12-30,Customer service is terrible!,customer service terrible experienced issue membership charged twice contacted customer service fb phone number call trying resolve issue month nobody able help resolve query extremely bad
2,2022-12-30,atPureGym woolwich,woolwich * anymore kindly request remove * point online portal anywhere else people joined * since dec guy * seen people queueing open morning
1,2022-12-29,Unhygienic,still disappointed write another review toilet absolutely vile stink never cleaned literally grime built toilet bowl literally proving clean hard put toilet cleaner loo give scrub rather making customer feel absolutely vile using toilet last time cleaned absolutely disgusting disgraceful
1,2022-12-29,Technical issues again!,technical issue allowed entry pay monthly drive distance get aswell ongoing problem
1,2022-12-29,Brutally Honest Review,okay folk review youve looking strap good open hour become much less busy since jd opened consumer benefit perhaps around people peak time compared + prior jds emergence bad despite fewer head ghastly smell around free weight area read review evidently new problem fixed imagine getting worse treated soon monkey going male toilet ever clean never clean enough use mean dirty shower also almost see reading planning join ready hold back home puregyms music playlist absolutely pump killing aint way people hitting pr jess glynne darling hold hand nothing state art exercise youll literally see every let determining point choose another franchise literally l also looking add state art going put gonna leave walking space economics womens area point another annoy would say ratio men woman member approx womens area dude imagine woman one given time decent size chuck + greater gender demographic paying able use surely alternate pricing woman exclusive refreshment took month realise vending machine good ol tradition good luck finding heard spin cycle class go month sure reading review youve uncovered another l bonanza go summarize basic b tch nothing brag want go pricing jd newer cleaner offer overall better bang buck unless local make sense come l jd stay blessed ta
1,2022-12-28,Customer service,unforunately customer service really good
2,2022-12-29,In third floor,third floor room bicycle running machine small bad nose burn chek please must use open time ventilation air …
1,2022-12-28,Old Gym Better,know moved one park street £ month crown wharf £ month £ hour parking inside less machine availability even less space comfort whole place open view passer bys time find new
2,2022-12-28,Not very clean and hardly anyone wipes…,clean hardly anyone wipe machine sanitise well…
1,2022-12-28,Regular at pure gym and went to use the…,regular went use toilet someone urined toilet went let staff know spoke member staff josha baldwin rude spoke reported manager advised apologise month later good bother damage done
2,2022-12-27,Not the best gym.,better weight wrong area mess bench bunched together never enough space workout free weight area machine way close together even bother also get dark
1,2022-12-28,What a headache,terrible experience start finish site apply discount code everytime try speak waited atleast day reply even response nothing query like message even read properly wasted much time back forth eventually give also mix regarding joining fee offer joining fee site simply apply spoke day wait said pay credit account seeked kind confirmation received nothing plus would like mention pop check membership active start left cold member let approached member staff looked explained issue told help tablet see manager arrive saw opportunity ask size thought could offered show around quickly keep trying arrange membership need hour keep meeting dis appointment
1,2022-12-27,Awful customer service! At the very first visit to the club in…,first visit club canterbury kent evening desire become member disappeared first registration received long pincode enter let pressed emergency min lady come explained happened lady said gonna let unless see sturry time phone battery nearly said chosen sturry canterbury showed pin code confirmation email well bank transaction instead decided go said gonna let showing evidence decided rude clearly know speak client needed beg let let try show around needed ask client dressing room awful attitude way asked name said need name already told bos rude let said hope bos read teach jodie speak client glad chosen everlast
1,2022-12-27,Just about impossible to cancel a…,impossible cancel monthly subscription freeze membership injury never happened still deducted full fee cancel direct deb pity apart member using internet cafe well equipped clean
1,2022-12-21,No cleaning stations despite constant…,cleaning station despite constant audio announcement shower untidy regularly hosed
2,2022-12-27,Class timetable,good experience using skydome number month however since december disappointed way class organised understand staff annual leave around christmas think class organised effectively especially disappointing attend spin class christmas eve morning along member find member staff meant running class annual leave addition class available book january st onwards pay membership allow book advance currently
1,2022-12-25,Open 24 Hours?,went sheffield city centre south xmas day morning find closed disappointed check website twitter facebook check open see anything open hour live closed xmas day think poor customer service inform member xmas opening hour social medium time closed holiday period
1,2022-12-22,Bathroom stinks of Faeces,bathroom smell faeces made management aware said would keep top pay £ month smelly shower make gag okay take money account ok provide level service expect facility bit let honest
2,2022-12-22,Dated equipment. Desperate for a refurb,dated yet company cheek constantly put price desperate need refurb lick paint half kit look like chewed better going group update kit regularly
1,2022-12-25,Advertised as being open 24/7 yet…,advertised open yet closed christmas day without prior notice several customer turned door find within minute could least notify customer via text message save wasted journey update thanks response appreciate reason closure however simply looking reassurance customer would given advance notice future
1,2022-12-25,Yeah the '24x7' app-controlled gym that…,yeah x app controlled simply close feel like way find going way find idiot pasted piece paper window clearly give monkey customer clearly much effort make actual x hour opening visible app text customer simply feel like opening
1,2022-12-25,Scamming people,state hr closed early got day pass booked christmas find closed least let u know booking day pas open holiday state hr open misleading information
1,2022-12-23,About 4 weeks ago when I was at this…,week ago notice flickering ceiling light annoying training came back week later light still flickering thought would got electrician fix replace came back rd december guess yep light still repaired month one said done anything charlton stop cheap get replaced fixed paying service expect thing working merry christmas reply message ‘seriously get office look
1,2022-12-24,Why close a 24hr gym???????,winter hill closed christmas eve supposed open day pay looking join different
