Rating,Date Experienced,Review Title,Review,Generated Topics,Extracted Topics
1,2023-02-18,Put more lockers in the male changing…,"put more lockers in the male changing room. ask your gym members to take a shower now and again as some of them literally stink so bad that is impossible to train near them. not enough equipment on peak times. dumbbells left everywhere, guys literally desperate to train in front of the mirror (totally unsafe to pick up or drop dumbbells on the rack).music is always on lowest possible volume and you can hear everyone talking rather them enjoying good music during training sessions. gym managers not making any effort to correct the above issues they are more concern of being on their phone."," 

1. More lockers needed.
2. Gym members need to shower.
3. Equipment left everywhere.",More lockers needed. | Gym members need to shower. | Equipment left everywhere.
1,2023-02-18,The lighting is so poor and…,"the lighting is so poor and demotivating. plus there’s never staff in the gym to ask any equipment queries. alongside, the shower would clog whenever you did use them."," i would recommend this gym to anyone who wants to stay motivated and healthy. 

1. lighting is poor.
2. staff absent.
3",lighting is poor.
2,2023-02-18,Cancelled flavoured sports water…,"cancelled flavoured sports water membership at gym as the machine is always broken & never working, so not paying for a service that cannot be fulfilled. gym also smells so looking to leave puregym in the future. difficult to find how to cancel memberships- could be made easier",". 

1. machine broken
2. gym smells
3. cancelling membership To answer this question, identify the sentiment expressed in the customer","machine broken | gym smells | cancelling membership To answer this question, identify the sentiment expressed in the customer"
1,2023-02-19,I've been with the aintree gym for…,"ive been with the aintree gym for three weeks and was very surprised at the condition it is in, its equipment is old and shabby the treadmills smell of stale sweat and the showers are frankly a disgrace !!!  and thats just a quick overview  there is more. i am cancelling my membership and moving to another gym."," 
1. equipment 2. condition 3. showers To answer this question, I extracted the 3 main topics from the customer review:","equipment | condition | showers To answer this question, I extracted the 3 main topics from the customer review:"
2,2023-02-17,the staff are amazing,"the staff are amazing, let down by poor changing rooms, showers with mould and no hot water."," 
1. Staff 2. Changing rooms 3. Hot water",Staff | Changing rooms | Hot water
2,2023-02-17,Could be amazing. Unfortunately falls short.,positive first-new manager (at least i think he is new) making a real effort with the gym. positive attitude. always grinning. as part of new refurbishment number and quality of lifting stations (deadlift squat olympic) increased. after refurb changing rooms far more pleasant. negative-staff often absent. i can be there for 2 hours and not see a staff member on the floor. far too many of members lacking basic gym etiquette. put your weights away. let people jump in. don’t swear at people. staff never on hand to call members on it. toilets always smell of urine (again members!). functional area so much worse after refurb. possibly now less space for functional area. far too much space dedicated to useless machines. you don’t get fit/strong using a crunch/abductor/bicep curl machine.," 

1. New manager making effort.
2. Positive attitude.
3. Absent staff.",New manager making effort. | Positive attitude. | Absent staff.
1,2023-02-10,The gym was really great,"the gym was really great, until one of the trainers was very rude, disrespectful, and discriminatory i felt. really threw all my other great experiences out the window.  i emailed the manager, but didnt get any apology. but said she would look into it.","  i will never go back to this gym. 
1. bad trainer 2. discriminatory 3. no apology",bad trainer | discriminatory | no apology
2,2023-02-17,Gym is more like a youth club,"when i had signed up, i was not aware that the age to use the gym was from 16yrs. unfortunately, with having such a young age group attend, most adults find that its like a theme park waiting to queue up for a ride. to many teenagers in groups meeting at the gym for a chat and treating it like a youth club and not what its purpose is for being a place to get fit and exercise."," the staff are very helpful and friendly but the gym is not well maintained and has a very strong smell of damp. 
1. Age restriction is too",Age restriction is too
1,2023-02-19,My payment is deducted for second month…,"my payment is deducted for second month but i am not able to access the gym as my access code is not working, i tried calling the gym manager last week but there is no response. this is really very disappointing and my money is getting waste. hope someone will resolve my issues."," 
1. payment deducted. 
2. access code not working. 
3. no response from gym manager.",payment deducted. | access code not working. | no response from gym manager.
1,2023-02-16,Poor class options,poor class options most classes feel rushed and instructors unprepared and unorganised had put me off coming and will be cancelling my membership monday is only good choice of classes and unfortunately i work a monday night," shift so i will miss the first class and i will miss the second class which are both taught by the same instructor. 
1. rushed",rushed
1,2023-02-13,"Filthy showers and changing areas, broken machines.","the biggest issues are cleanliness and items and exercise stations not being repaired or replaced. it is the lack of cleanliness which disappoints most however. piles of rubbish are often left outside changing rooms. the showers are often filthy and there is mud on all the stairs, changing areas by lockers and even on some machines. the toilets are often unusable and there is no obvious attempt to rectify the situation.  regarding machines which are out of order, they are often left for weeks with out of order stickers on. indeed, even the main electric entrance doors are out of order and have been for weeks, meaning there is only one entrance in and out.  this gym has only been open for barely 3 months. if this is how the facilities are to be maintained, the future at sevenoaks puregym doesnt look good."," 

1. cleanliness issues 
2. broken machines 
3. outdated facilities To answer this question, I will extract the 3 main topics","cleanliness issues | broken machines | outdated facilities To answer this question, I will extract the 3 main topics"
1,2023-02-19,People acting like kids putting others…,people acting like kids putting others in danger pushing and fighting right next to people who lift weights. there is no etiquette. people dont put plates away. its an absolute mess. plates all over the floor. when the machine is in use people just grab plates from someone elses machine. there is no management. its just a joke the entire place. never seen anything worse than this gym. no common sense no culture.," i wouldnt even consider going back. 

1. Kids in danger. 
2. No etiquette. 
3. Absolute mess.  ",Kids in danger. | No etiquette. | Absolute mess.
1,2023-02-19,Expensive,"i have to pay a premium membership due to my timetable availability. so, puregym is too expensive for the services that it gives me. it is a small gym full of people with poor equipment. but i have to use it as no more gyms are available in the area."," so, i am very disappointed. 
1. expensive gym membership 
2. bad equipment 
3. no more gyms available To answer this",expensive gym membership | bad equipment | no more gyms available To answer this
2,2023-02-19,They refunded my payment saying I…,"they refunded my payment saying i didnt have enough in my account when i still had £10 remaining after the payment they then charged me £30 to reactivate my account, happened to my other friends aswell seemed like a money ploy considering we joined when it opened so it was under discount."," i dont know what to think. 
1. refunded payment 
2. charged extra 
3. money ploy  


",refunded payment | charged extra | money ploy
2,2023-02-19,I think the company is overseeing the…,"i think the company is overseeing the maintenance of the equipments, as well as not having enough for the amount of people allowed to join. it’s very unusual to have two sets of the same equipment in the gyms. it takes forever to conclude a work out. maybe re think price and quality. am looking for options as don’t think the value for money now is compensatory."," 

1. Equipment maintenance issues.
2. Insufficient equipment supply.
3. Long workout sessions.",Equipment maintenance issues. | Insufficient equipment supply. | Long workout sessions.
1,2023-02-19,Disappointing service 😑,"i have been a puregym member since 2015 and always enjoyed my sessions at my local gym and never had any issues until recently when i just wanted to request changing my home gym and wanted to speak to somebody. i called the number which directed me to their email address. i then sent an email in which case i was given a standard automated response, so i emailed back to request a human response. 2 weeks on no one emailed me, i visited my home gym to speak to a manager but each time i went there was a notice saying that there was no manager onsite? i finally sent a message on facebook messenger to my home gym with my number requesting a callback from a manager or customer services and again 5 days on i have heard nothing!! i have been a paying member for 8 years and never stopped my direct debits although since covid i have been absent from the gym for 3years i still kept my membership going. all i wanted to do was change my home gym since there is another gym closer to me and i cannot access it until i speak to someone. in my opinion this is bad customer service and since i have worked in retail myself for 23 years i am shocked that this still happens in the digital world we live in. if this isnt resolved by the end of this month then im afraid i will be forced to cancel my membership with puregym and join the gym group or jd gyms which are also local to me now. i hope i dont have to do this and puregym can get in touch and keep me as their customer."," 

1. Puregym 2. Home Gym 3. Customer Service",Puregym | Home Gym | Customer Service
2,2023-02-16,The air condition is not enough when…,the air condition is not enough when the gym is crowded. i asked pts but they said that they didnt have a right to change it.," i wasnt happy with the service. the staff were very unhelpful and unprofessional. 
1. Air conditioning.
2. Service.",Air conditioning. | Service.
2,2023-02-19,This used to be a good gym......,"cambridge lesuire park used to be a good gym when i was a member before lockdown but has noticebly gone down in quality since i rejoined just before christmas.  the multivitamin water machine has been out of action for weeks now, and i pay for this as an extra bolt on. the toilet seats in the ladies are broken in 2 out if 4 cubicles. constantly running out of toilet paper. the air conditioning is non-existent. one of the weight machines has been out of action for over a month. the refurb has left only 2 upright static cycles in the main gym area, compared to 6 before the refurbishment.  please can the vitamin water be fixed? please can the toilets be repaired? please can we have air conditioning, and please can we have access to more upright cycles?"," 

Main topics:
1. gym quality
2. broken toilet seats
3. lack of amenities To answer this question, I will extract","gym quality | broken toilet seats | lack of amenities To answer this question, I will extract"
1,2023-02-16,Pòor comminication,didnt take my direct debit ciouldnt contact yourselvez 2say that it wasnt taken spoke 2 the gym manager at east kilbride then before i could email you and say i.hadnt taken payment no commumication from uourselves and my membership was cancelled and neex 2 start as a new member again which i aint happy about as i dont want 2 pay a joining pay," for a service i havent used. 

1. Membership cancelled.
2. No communication.
3. Unhappy about rejo",Membership cancelled. | No communication. | Unhappy about rejo
2,2023-02-16,It’s not fair when you get kicked off…,it’s not fair when you get kicked off the the classes after u miss 3 . this is if you have an illness that can stop yourself from going at the last minute., i have been to 3 different classes and missed 3. i was told i would be kicked off after 3 missed classes. i was,i was told i would be kicked off after 3 missed classes. i was
1,2023-02-16,No Parking,"no parking, gym is very small as compared to other gym. sometime difficult to use it as very limited instruments are available."," no lockers available. i would not recommend this place to anyone. 

1. Parking is bad. 
2. Gym is small.",Parking is bad. | Gym is small.
1,2023-02-19,The heating is on in the gym and it’s not very welcoming for women,"the heating is on in the gym, particularly near the treadmill when air con or even nothing would be better.  the machines are very basic and set up for men - many don’t have adjustable back support or height so just too big for women.  the big weights area is very macho and takes up half the gym. women tend to go in the much smaller back room to workout.  overall this doesn’t feel like an inclusive gym when women have been part of the decision making on the design, layout and equipment."," 

1. Gym equipment is basic.
2. Machines are not suitable for women.
3. Women not included in design.",Gym equipment is basic. | Machines are not suitable for women. | Women not included in design.
2,2023-02-07,I'm find in the evening weekends Hull…,im find in the evening weekends hull gum is overrun with school aged children 15/16. large groups hogging the toning weights upstairs and not doing a lot of working out. its frustrating when you cannot get your routine completed.," the staff are very helpful and friendly. i would recommend this gym to anyone. 
1. children 2. frustrating 3. helpful staff",children | frustrating | helpful staff
1,2023-02-16,More interested hoping than doing,the sink in the men’s changing room was out of order for over 2 months due to a small fault. on top of toilets/changing poorly maintained and staff just fake the cleaning report. member services didn’t seem that bothered so frustrated by the local gym’s running and by the corporate management.," i’ve tried to contact them via email and phone but so far no reply. 

1. sink in changing room.
2. toilets/",sink in changing room. | toilets/
1,2023-02-19,They discriminate against men by making…,they discriminate against men by making woman’s only areas. i want a man’s only area. are we meant to be all equal or not?  they are pandering to certain groups who think woman have some godlike special status.  i cancelled my membership.," i am a man who wants to be treated as an equal. i am fed up with this nonsense. 

1. They discriminate against men",They discriminate against men
1,2023-02-19,Couple things really,"couple things really but mainly human ignorance and lack taking something serious till it’s to late, lucky i don’t take things to seriously but if someone says there’s a problem with a machine or two have a look, and if that someone tells 3 members of staff, surely it’s good enough right, we’ll it’s a no, and it took me hurting myself on the cycle machine to get pissed off and go to the main manager and even then i had to be quite hostile for him to take it seriously, 👍🏻 good work pure-gym team,"," thanks for making me realise that sometimes you have to be a bit more aggressive to get your point across.
Main topics:
1. human",human
2,2023-02-19,Needs yo be more consistent throug out all the gym's,"even though some of the gym classes are really gd and instructors are very motivating, its not like that its not constant in all of yhe gyms and dome classes are just terrible with instructors eho dont really want to be there",". i wouldnt recommend this place to anyone. 
1. bad instructors 
2. inconsistent quality 
3. terrible classes To answer this",bad instructors | inconsistent quality | terrible classes To answer this
1,2023-02-19,"Too crowded,not much space to…","too crowded,not much space to exercise.new equipment not strong.i don’t like it ."," 
1. Too crowded.
2. Not much space.
3. New equipment.",Too crowded. | Not much space. | New equipment.
1,2023-02-19,The drain in all of the men toilet have…,the drain in all of the men toilet have been blocked for the past three weeks i have been attending the catford branch. this makes showering totally unpleasant and disgusting with stuff coming up from the drain and water overflowed. it’s a shame that this doesn’t seems like an issue for the management and you are thinking to use this branch and also have a shower after workout maybe you should consider an alternative gym.," 
1. blocked drain 
2. water overflowed 
3. alternative gym To answer this question, I extracted the 3 main topics from the","blocked drain | water overflowed | alternative gym To answer this question, I extracted the 3 main topics from the"
2,2023-02-19,Decent gym but not enough cardio…,decent gym but not enough cardio equipment one bike 3 cross trainers 1 rower lots of weights if thats more you thing," i should get then let me know i need more cardio machines like a treadmill or elliptical. 

1. gym has decent equipment",gym has decent equipment
2,2023-02-15,Had a few issues with the internet…,"had a few issues with the internet which caused it to close during out of manned hours times about 5/6 times. for people who mainly train in them hours it’s been very frustrating. also the heaviest dumbbells are 40kg, it would be good if there was heavier ones. all the equipment is new and nice to use and when it’s not closed in the unmanned hours it’s a great gym."," but the internet issues are a major downside. 

1. Internet issues.
2. Frustrating training hours.
3. Heavy",Internet issues. | Frustrating training hours. | Heavy
2,2023-02-18,People looking to start the gym… don’t bother with PureGym,"the price of the gym is way too expensive. puregym doesn’t offer anything more than it’s competitors for the price either. the atmosphere of a puregym in comparison to other gyms is not friendly or welcoming, more like an exclusive boys club. if you are inexperienced in the gym, bigger in size or a woman you will receive stares the whole time you are there. i am by no means a newbie to exercise and was made to feel extremely uncomfortable the entire time i was there whilst learning the new machines."," 
1. price of gym is too expensive.
2. puregym not offering much for the price.
3. atmosphere not friendly or",price of gym is too expensive. | puregym not offering much for the price. | atmosphere not friendly or
2,2023-02-18,I felt discriminated against,"i felt discriminated against, the coaches dont know what they do there? if they are never there for something, they leave their business card, i suppose for some advice, or something? but you ask them and they even yell, and they get angry. i really only go to that gym because it is very close to me but i feel extremely uncomfortable and even more seeing the person who discriminated against me and even a hundred who was also racist",". i dont know why i even bother going anymore. 
1. i felt discriminated against.
2. coaches dont know what they do",i felt discriminated against. | coaches dont know what they do
1,2023-02-17,I was at class one day and got an email…,"i was at class one day and got an email after to say i missed it and got a strike. i spoke to the guy in the gym who said he would fix it. i genuinely cancelled a class late and understand that for me a strike too. i then attended another class and got an email to say i didn’t attend and so the 3 strike rule would apply.  on the 2 classes i got the strike on, i personally ticked my name off the registration list.  so i have been banned from booking classes since my 3rd strike which was 11 days ago- still unable to book any class as i’m suspended.  no one to call / talk to in order to resolve this. paying a gym membership for pure gym solely for the classes - that i can’t attend as suspended for 3 strikes, when i only missed one class."," 

1. Missed class 2. Strike 3. Suspended. 

3. No one to talk to. 

Final answer",Missed class | Strike | Suspended.
1,2023-02-19,I've been a member of this gym for many…,"ive been a member of this gym for many years. the recent decline in many aspects of this once wonderful gym is frightening. theyve changed it from a 24 hour gym to 12 hours, this doesnt effect me personally but as i can see here youve lost many valued members because of this major adjustment. the wifi hasnt been working for the last week in there and its impossible to get signal to stream music otherwise. the showers in there were broken for quite some time, why dont you reduce your members monthly subscription at least for such a substandard service? this place has went to the dogs and im actively looking for somewhere thats reliable. sort it out and listen to the reviews."," this gym is a disaster. 

1. gym membership decline 
2. wifi problems 
3. broken showers To answer this question, I","gym membership decline | wifi problems | broken showers To answer this question, I"
1,2023-02-18,i just find it uncomfortable too open I…,i just find it uncomfortable too open i also find the open plan classes distracting no clocks to keep track of time its just not nice," at all. i dont like the way the teacher talks to the front of the class either. 
1. uncomfortable seating 
2. distracting",uncomfortable seating | distracting
1,2023-02-18,It does not have many machines or only…,"it does not have many machines or only one, it is very crowded and has very dirty toilets."," the staff are very rude and unhelpful. the food is very bland and the portions are very small. 
1. The cleanliness of the",The cleanliness of the
2,2023-02-18,First off all it smells like a dead…,"first off all it smells like a dead horse inside, handles on machines are damage and not fixed or replaced in long time,music feels like you are in the supermarket not in a gym",". 

1. Smell of dead horse.
2. Damaged handles.
3. Uninspiring music.",Smell of dead horse. | Damaged handles. | Uninspiring music.
2,2023-02-13,Had my catalytic converter stolen from…,"had my catalytic converter stolen from my car in the car park directly in front of the gym. when i called to ask if anything was captured on cctv, i was told that the cctv only covers the entrance to the gym and the left hand side of the car park. additionally, i was told there had been a number of incidents in the previous few months. i had no idea my car was not safe in the car park and wouldnt have risked it if i thought it wasnt."," 

1. my car was stolen 
2. cctv coverage 
3. incidents in car park 

*Note: The original answer provided",my car was stolen | cctv coverage | incidents in car park
2,2023-02-18,LOCATION- WEST THURROCK,location- west thurrock terrible refurbishment! terrible! loads of broken equipment! dirty vents on cardio machines! no locks on toilet doors! broken and very old cardio machines! most of the equipment is put in the wrong place. very strange setup! only thing keeping me with pure gym is the price. apart from that and that some of the weights and weight machines and classes are good i would be off to a better gym. where did the money go on the refurb ? in someone’s pocket most probably! terrible refurb. next time don’t brag about a great new gym coming and not produce.," 

1. refurbishment terrible 
2. broken equipment 
3. price poor So I've got this customer review about a gym, and","refurbishment terrible | broken equipment | price poor So I've got this customer review about a gym, and"
1,2023-02-18,Equipment left all over the place,"equipment left all over the place, constant queue to get on machines, one door working so queuing to get in and out of the gym. treadmills and other cv machines not working. bad experience and its not for me",". i would not recommend this gym to anyone. 

1. equipment is messy.
2. long queues.
3. gym not",equipment is messy. | long queues. | gym not
2,2023-02-18,Tiny and overpriced,"specifically eccles, it is cramped, with never enough equipment available, miniscule changing facilities, and quite frankly shocking that it is in a higher price bracket than gyms with much more space and accommodation available."," 
1. space 2. equipment 3. facilities",space | equipment | facilities
1,2023-01-17,Cheap gym but poor hygiene,"cheap gym but poor hygiene, cleaning stations not working, you get what you pay for, i wish id spent a little extra for mytime active as although its more expensive it doesnt attract the dregs from society,  steer clear if yiu dont want to feel intimidated!"," 

1. Cheap gym 
2. Poor hygiene 
3. Dregs from society steer clear! 

Let me know if you need",Cheap gym | Poor hygiene | Dregs from society steer clear!
1,2023-01-19,Disappointed,expected to pay more during renovations. did not even have sinks to wash hands in the ladies. expected to take responsibility for alerting builders to my female presence. just ridiculous. changing rooms were an absolute bomb site.," the smell was horrendous. the bathroom was a disaster. i would not recommend this hotel to anyone. 
1. bad facilities 
2.",bad facilities
2,2023-02-18,"Low price, low standards","it’s clear that they don’t really care about their customers. as a company, not talking about the staff. they just want a lot of members, knowing that 1/4 of them actually use the gym. lockers are a joke, it’s like we are in 1980s, all the weights and equipment are scattered around the gym, there is no air ventilation and windows so you can imagine how it smells, they even allow 15 year old to “work out” here, more like take space and be annoying to everyone. the reason i go there is only because i live near and it’s spacious. at the end of the day they have thousands of members because of the low price and that’s the only thing this company cares about."," 

1. Staff indifference 
2. Scattered equipment 
3. Low price focus",Staff indifference | Scattered equipment | Low price focus
1,2023-02-18,"Nothing wrong, BUT","nothing wrong.. as a company its great.. facilities are very good..but honestly its so much friendlier at winners gym.. (i go to both,) every evening when i walk in to winners torquay.. staff great me.. ask how i am doing.. tell me your let them know if want to be shown anything. then wish me a good training session.."," and i leave feeling relaxed and happy. (i go to winners torquay 2x a week) 

1. facilities are",facilities are
1,2023-02-18,The equipment at pure gym reading seems…,the equipment at pure gym reading seems like its from the 90s.," the gym is dirty and smells like old sweat. the staff are rude and unhelpful. 
1. Equipment 90s.
",Equipment 90s.
2,2023-02-17,Cold showers - not an isolated incident,"showers always stone cold so decided to try another gym. had to return to puregym rochdale after a while due to work commitments.. showers again stone cold. so this was not an isolated occurrence. had to complain to the management, how could they not have been aware of the problem? am i the only one using the showers? do they not operate regular checks on something as important as customers personal hygiene & welfare? the management did listen to my complaint, they did communicate immediately and showers now at a reasonable temperature. so a satisfactory resolution from a responsive management team. but surely something as basic as providing a warm shower to clients is fundamental and this should never have happened."," 

1. showers are always cold.
2. work commitments.
3. management response.",showers are always cold. | work commitments. | management response.
1,2023-02-17,I had to go on five bikes before I…,"i had to go on five bikes before i found one that was suitable. i continue to notice how a majority of equipment are tired, looking old and basically could do with an upgrade. it shows how much they are used which reflects on the great quantity of members you have. the treadmills vents remain clogged with dust so when using you get dust particles in your face."," i would recommend this gym to anyone who wants to start with a small budget. 

1. bike suitable 
2. equipment tired 
3. small",bike suitable | equipment tired | small
2,2023-02-17,It’s a large gym but It’s very busy,"it’s a large gym but it’s very busy so fills quickly, have to queue on entry and exit. even during a fire alarm evacuation we queued slowly to get out with no information. i hate the class booking system. you automatically get off the waitlist and onto the class but if that happens overnight and you miss their class or it’s within 4 hours and you cancel then it gives you a strike. three strikes and all your classes are cancelled. so i’m paying but can’t currently use the service i want…"," 

1. busy gym 
2. class booking system 
3. no information during evacuation",busy gym | class booking system | no information during evacuation
2,2023-02-17,"Crowded, hard to train on the machine you want","crowded, lack of machines and need to queue for a long time to get a chance to train on a machine, it’s more like aerobic exercises gym, hard to become body builder. it’s more good for ladies."," i would recommend this place to my friends but only if they are willing to queue for a long time. 
1. Crowded 
2. L",Crowded | L
2,2023-02-17,Mobile phone use when using equipment,"the problem i have every time i go is not being able to use the gym equipment because people just sit  on or near the equipment using there mobile phone. when i ask if they will be long they say couple more sets to do, then they just sit there using there mobile phones. surely notices should help, but i am told by the manager notices are not allowed. that seems stupid."," 
1. people use mobile phones near equipment.
2. notices should help.
3. people sit idly. To answer this question",people use mobile phones near equipment. | notices should help. | people sit idly. To answer this question
1,2023-02-17,Rude gym manager…,"recently joined and had troubles already as was using a pin number a friend gave me. couldn’t sign up apparently as it was linked. tonight i’ve tried to come in but my pin didn’t work. clearly didn’t see the clause of the off-peak membership ( visually impaired and dislexic ) the woman who tried to help was rude and belittling me with snarky comments. i’ve explained this was the very first time i’ve come by myself and travelled about 40 minutes, as a one off exception she could have made a bloody effort."," i’ve been told to call back tomorrow. i’m not impressed. 

1. Trouble with friend-given pin. 
",Trouble with friend-given pin.
1,2023-02-15,You have took money out of my account…,you have took money out of my account and i’ve lost my membership i haven’t had an email or a message dying it’s still going it’s been cancelled but you still took money out of my account you need to do something about this or i’m gonna," report you to the fbi and i’m not sure if i’ll ever get my money back. 
1. Money taken from account.",Money taken from account.
1,2023-02-17,Not happy always full have to wait for…,not happy always full have to wait for equipment classes are too loud stopped using gym," because of noise and loud classes.
1. Noise.
2. Classes.
3. Waiting.",Noise. | Classes. | Waiting.
1,2023-02-17,I’ve made the decision to look for…,i’ve made the decision to look for another gym now. all you get is “we’re reviewing the changes” and this review seems to be going on for a long time. i can’t be dealing with the rammed gym anymore. you’re lucky to even find a free bench in the weights section. thank you for completely turning me off puregym for the foreseeable future. i’m cancelling my membership. and save me the same “due to low usage hours…” response you give to everyone else. so many people have complained and pledged to change gyms and you don’t even give proper updates or discounts for the changes. so bye.," 

1. gym review 
2. free bench 
3. no updates To answer this question, I extracted the 3 main topics from the customer","gym review | free bench | no updates To answer this question, I extracted the 3 main topics from the customer"
2,2023-02-16,The problem with that gym is always the…,"the problem with that gym is always the changing room, toilets and shower areas. always disgusting and the majority of lockers dont lock anymore. definitely it needs one good attention in there and if possible a few more water stations spreaded along the gym with water filters. many thanks, me."," i have tried 2 gyms in the past and neither of them was good. 

1. Changing room 2. Lockers 3",Changing room | Lockers 3
2,2023-02-17,Robbing customers,"why do puregym take money out your account when there not supposed to. once again had money taken from my account, when sign up evidence from puregym directly shows i am not due to make a payment till march, so why are they trying to rob me. this is the second time i’ve had issues with puregym and them entering my account. so frustrating that you can’t even talk to someone on the phone about the matter. i’m not impressed and will be complaining over this again",". puregym, you are not trustworthy. 
1. money taken from account 
2. issues with puregym 
3. not",money taken from account | issues with puregym | not
1,2023-02-16,Dont waste your time or money,"terrible customer service and such a hassle trying to resolve issues. paying for the premium membership so i can use massage chairs and the sports water but so far this month and last theyve both been down everyday ive gone. their weight machines even though you pay for them dont seem to work, the lockers are broken, showers are dirty and smelly and theyve just had a refit! half the machines are also out of order and the ones that most people use there arent enough of so spend your time waiting around for the things that should be usable more easily."," i wouldnt recommend this place to anyone. 
1. bad customer service 
2. broken equipment 
3. dirty and smelly environment",bad customer service | broken equipment | dirty and smelly environment
2,2023-02-16,Not Safe,"i went to puregym from december 2022 to the end of january 2023. the set up is good, the machines are great, the membership is easy to manage and was handy for adding a buddy. my problem was one evening a man was staring at me, he wasnt using the machines he just followed me from machine to machine staring. i tried to notify a staff member and the gym was currently unstaffed. i told a pt who happened to be there she asked if it was that guy and i said yes and she said ill tell the manager again. dont get me wrong its a good gym just not for women who workout alone."," if you are looking for a gym with a friendly staff and a safe environment, dont go here. 

1. problem with a man at the gym",problem with a man at the gym
2,2023-02-16,The gym is an absolute mess,"the gym is an absolute mess! filthy gym , the machines look like they never get wiped down as every time i use a machine they are full of dust and grime. the floor around the machines looks like it never gets a hoover let alone a mop. my treadmill and step mill is always full of rubbish  full of  old paper towel and wrappers. one of the treadmills (the one on the left )stops working if you put the speed up high. the dumbbell area is very dirty, underneath each dumbbell is full of bits and dirt! ive seen other gyms use a steam cleaner on the dumbbell area or maybe just a wipe down would be ok. not enough machines for the volume of members. having one seated leg extension and one hamstring curl isnt good enough. the gym needs more cables as they are very busy and there isnt enough to go round. likewise having just one pec dec machine is ridiculous considering how busy the gym gets , need at least 2_3 of them. since i joined ive noticed a very bad smell near the handwash sink in the mens toilet, this smell is always there not sure if its a blockage or something. i only use this gym as its 2 mins from my daughters school and is handy after school run otherwise i wouldnt train there. before pure gym i trained at the gym group on kingsbury road and they are head and shoulders above pure gym in terms of cleanliness."," 
1. gym is dirty.
2. machines are full of rubbish.
3. smell in mens toilet.",gym is dirty. | machines are full of rubbish. | smell in mens toilet.
2,2023-02-16,As far as I am concerned the only thing…,"as far as i am concerned the only thing that the pure gym in taunton is that they  adiquaute car parking other than that they are rubbish , no wi-fi  and when it rains it water starts to get inside and make it a mess there . the staff are friendly but they don’t care about what the  people are doing in the gym .  i have been asking working out here for since the gym was opened  , but they haven’t introduced any wi-fi there.","  if you are planning on working out here then you need to be prepared to deal with a mess. 

1. Only thing that Pure G",Only thing that Pure G
1,2023-02-16,Dont work for or at Pure gym...,"as an instructor at pure gym milton keynes winterhill, i find it appalling how i am being mistreated - being ignored when messaging or trying to contact both managers, no response. i have to chase them up literally to try get them to talk to me and sometimes they run off to the changing rooms or toilets to avoid me when i walk into the gym unexpectedly..  the managers cancelled my class with no reason, just because i tried to change the times of my classes due to other work duties that i have, i find this absolutey shocking and unprofessional as this defiantly wasnt my request!!!!!  i havent been properly getting paid for my classes since december, they owe me a lot of money and still not been paid for all my classes yet which i teach weekly..  im truly disgusted with this behavior and lack of professionalism at pure gym in how they take advantage of their freelancers..."," 

1. mistreated 2. unprofessional 3. unpaid toffees",mistreated | unprofessional | unpaid toffees
2,2023-02-16,Poor experience,"firstly, whenever someone posts an issue why do you insist members speak to the gym manager. this defeats the point of providing feedback. why do the club managers review the feedback posted and respond like they could before you moved feedback to trustpilot. my feedback consists of 3 points;  1. personal trainers not wearing uniform. had the policy changed, i thought they had to be in puregym uniform when training clients. i have recently observed several pts wearing their own clothing when training their clients. i think they should be in uniform especially if you still have a policy of non puregym pt staff not allowed to train clients in the gym.  2. pts not returning equipment. i have flagged this over the years. they should lead by example. i recently saw a pt get a step from the studio and use on the main floor with client and failed to return at the end. this is very frustrating.  3. more often than not the cleaning stations are overflowing, this morning at 7pm the bins were overflowing, only 1 dispenser had paper towels and only 1 spray had the cleaning solution. this is unacceptable. they should be cleaned and refilled at the end of the day."," 

1. personal trainers not wearing uniform.
2. pts not returning equipment.
3. cleaning stations overflowing.",personal trainers not wearing uniform. | pts not returning equipment. | cleaning stations overflowing.
1,2023-02-15,A shocking decline.,"what has happened to this once great company? where to start. reduced operating hours, deteriorating equipment, filthy changing rooms, poor customer service and substantial fees now charged for missed/late payment. all while charging 80% more now than 10 years ago. i once recommended this company to all my friends as being incredible in all the departments i now criticised above. it seems that puregym is now being run on the basis of a financial spreadsheet and the care they once had for their members is now a distant memory. really sad to see this and it’s why i cancelled my membership. as in so many aspects of life customers are being asked to pay much more for much less. didn’t think this once great company would go the same way. the future is looking bleak for puregym unless they get back to where they were pre covid."," 

1. reduced operating hours.
2. poor customer service.
3. substantial fees.",reduced operating hours. | poor customer service. | substantial fees.
2,2023-02-15,Harrogate gym is claustrophobic at…,"harrogate gym is claustrophobic at times and way too busy for my liking. the equipment is tired and some definitely needs updating. it also needs more of popular pieces of equipment, like leg curl etc, as trying to get on singular pieces is hell. i use the york gym on a monday and this is much bigger, more spacious and welcoming, with the advantage of parking. harrogate needs to be relocated to a location with parking."," 

1. Gym is too busy.
2. Equipment needs updating.
3. Parking advantage.",Gym is too busy. | Equipment needs updating. | Parking advantage.
1,2023-02-14,Classes start at 9.10am and finish at…,classes start at 9.10am and finish at 9.35am these are not 45 minute classes if you are putting on a body pump class get someone who know what a body pump class suppose to be not a step class. member of staff talking so loud that i can hear them even when i have my headphones on it’s very annoying,". i would like to see a quieter environment. 

1. Annoying staff 
2. 45 minute classes 
3. Qu",Annoying staff | 45 minute classes | Qu
