Rating,Date Experienced,Review Title,Review,Generated Topics,Extracted Topics
1,2023-01-12,Great gym,"great gym, bin comin ere years, 1 problem, yanga juice machine always out of order, ya pay for it each month and its never working, i dont bring juice, i rely on that 😕 last few sessions it aint bin working",", i need a fix, gimme a call back soon. 
1. Gym experience.
2. Juice machine reliability.
3",Gym experience.
2,2022-12-17,"Machines, lockers, drink dispenser all broken","i was at this gym for a month and wont be back again. there are machines broken that are not getting fixed. the drinks machine that you pay extra for only works half of the time, when i mentioned this to the staff they just said, ""yeah its temperamental"", not a professional response at all!  half of the lockers in the mens changing room are broken, i keep a screwdriver in my bag and had to fix one myself, it took about 15 seconds!! if i can fix one that quickly it really makes you wonder why they havent fixed them yet.  trying to cancel my membership online is a hell of a chore, it keeps sending me through loops, will have to call them.  overall, i really dont recommend this gym."," 
1. broken machines 
2. poor customer service 
3. broken lockers To answer this question, I extracted the 3 main topics from","broken machines | poor customer service | broken lockers To answer this question, I extracted the 3 main topics from"
1,2023-01-11,Turned up for first time at puregym in…,"turned up for first time at puregym in glossop and sign said ""maximum parking 10 minutes between 2001hrs and 0759. what a waste of time for a 24hr gym. gym not entered and puregym membership cancelled."," ""

Puregym parking policy was not enforced.
Gym not entered due to parking policy.
Puregym membership",
1,2023-01-11,The move away from 24 opening hours to…,the move away from 24 opening hours to new daily restricted hours at brighton puregym central is a mistake,". 
the new restricted hours are not suitable for most people. 
the gym is not open on sundays. 
the move away from ",
2,2023-01-10,Telford - Smelly toilets and showers,telford - it stinks in the ladies toilets and showers every time i’ve visited the gym. it’s a really unpleasant smell and worries me about using those facilities. what risk am i taking with my health? one thing you can catch in public showers is legionnaires disease!," 
1. unpleasant smell 2. legionnaires disease 3. ladies toilets and showers To answer this question, I","unpleasant smell | legionnaires disease | ladies toilets and showers To answer this question, I"
1,2023-01-11,Very bad and difficult to get in…,very bad and difficult to get in contact with someone. i am going to cancel this., i have tried to contact them via email and phone but they are very unresponsive. i am very disappointed with this product and service. i would,
2,2023-01-10,Paying more for less???,gym’s good and staff are sound but advertising it as 24 hours when it’s not anymore (with no real reason given) but it’s the same price is well out. it’s already more expensive than most london gyms and now it’s open less than them? wha?, i’ve tried other gyms in london and this one is the worst. i’ve never been disappointed more. the only thing i,
1,2023-01-10,Horrible,extremely dirty. especially the bathrooms are just shocking. be prepared to occasionally go hunting for weights as no one puts them back (even some of the pts don’t seem to do so). cables are always broken and takes months to repair. gets really busy and there is no phone service. do you actually want to join?," i would not recommend. 

1. Bathrooms are shocking. 
2. Cables are always broken. 
3. No phone service.",Bathrooms are shocking. | Cables are always broken. | No phone service.
1,2023-01-10,PureGym Canary Wharf are cheats!,puregym canary wharf has reduced the hours open by 35% and still are charging me the same fee!  puregym are cheats!,  i am so angry i can't even speak.  i used to go 3 times a week but now i only go 1 time,
2,2023-01-09,Pretty fed up,"pretty fed up, despite having paid up to date membership, the app shows its been cancelled as does the main site....but by far the biggest issue is you cant talk to anyone to sort it out, bots are not the answer to customer service, i have waited all day for some one to come back to me either by facebook or email. so having made a resolution to get into the gym every day, completly f++*ed on the first day",", i cant recommend this gym to anyone. the app is a joke, the main site is a joke and the customer service is a joke. if",
2,2023-01-09,Pretty fed up,"pretty fed up, despite having paid up to date membership, the app shows its been cancelled as does the main site....but by far the biggest issue is you cant talk to anyone to sort it out, bots are not the answer to customer service, i have waited all day for some one to come back to me either by facebook or email. so having made a resolution to get into the gym every day, completly f++*ed on the fist day",", because i cant get in touch with anyone to sort it out. 
1. Customer service is bad.
2. Membership cancelled.",Customer service is bad. | Membership cancelled.
1,2023-01-09,Tray to used promo code GET £0 JOINING…,"tray to used promo code get £0 joining fee - use code: zerojf in the your plan section. hurry, ends midnight!..... is just one big scam is not working ,the are put in official page xd",". i dont even bother anymore. i wasted £100. 
1. got scammed 
2. no working 
3. was",got scammed | no working | was
1,2023-01-08,Leak from the air conditioning unit in…,leak from the air conditioning unit in the studio area has been there for about 3 months not and still the only solution is a bucket underneath where it leaks … now black mould is growing all over the wall which is dangerous to breathe in .  disappointing really,.  i had a similar problem with a previous flat and the landlord did nothing about it.  the only solution is to remove the m,
2,2022-12-24,Claim to be 24/7 yet they close without warning,"signed up for a 3-day pass on the 23rd december to try the place out: seemed ok apart from some broken equipment like a rowing machine.  turned up the next day to find a paper note on the outside of a bi-fold door (which was only visible when the place was closed) stating it was shut after midday, would not be open christmas day and iirc closed on boxing day and new years eve/day.  not only a waste of most of my pass, journey time and fuel but there was no warning about this when i signed up, nor did their phone app mention anything about this.  total incompetence on their part and no sure whether i will bother with a full membership if this is how customers are treated."," 

1. equipment 2. shop closure 3. customer treatment",equipment | shop closure | customer treatment
1,2023-01-08,Worse by the day,"did you get some brand new investors or something? higher prices but sloppier service.  something needs to change because puregym is spiralling, and fast.   say goodbye to your reputation.  you became popular for a reason so if it aint broke why fix it.  sad to see what puregym has become.  greed.",  poor service.  i'm not a big gym-goer but i do go often enough to notice the difference.  i've,
2,2023-01-08,Morning classes should be 7frpm 7am not…,morning classes should be 7frpm 7am not 630 which is too early. bring the spin classes back., i love the gym and the personal trainer. i miss the old way. the classes are too small and the equipment is outdated. i would,
1,2023-01-07,Bring back hip thrusts,"before the revamp, (sept/oct) you could find any number of girls and women at the back of the free weights doing barbell hip thrusts, all happy and content to set this up themselves. now following the revamp, there is no space to set them up but rather a thrust machine. i gave this machine a chance, but when i tried to stop my set i couldn’t get the weight and bar to lock which made me uncomfortable knowing i couldn’t stop a set whenever i began to struggle and wouldn’t be able to go to failure as i would have to lock the machine for a final raise. hip thrusts are a super simple exercise, so so basic and i don’t want to use a machine for them. simple as. i dont see the preacher curl stations being removed and forcing members to use the machine, the option is there. it’s so unfair to all of the paying members who want to set up, track the weight, and opt out safely of this exercise which often is performed with 80kg+ therefore the option to safely opt out is so important. i noticed another member move a box downstairs on the 6th of jan and set up the barbell and perform them the way she’s used to, then on the 7th i entered the gym and two big chest machines had been placed there, obviously to ensure there was no space for this practice to continue further. all i can say that is puregym is completely ignoring the wants and habits of its members. people are paying to go here and what you are offering as an alternative to thrusts simply isn’t good enough! you also say to go upstairs there’s a thrust area there- there’s a bench. with no barbell, no weights, just some weighted sacks, no one wants to use them. do you expect us to carry 6 plates and a barbell upstairs to use it instead?  i don’t know why this gym is being so adamant and stubborn about refusing to let people do thrusts which are a basic yet popular movement in a way that feels comfortable to them. why does it matter to you that much that you’d go out of your way to move equipment so people literally don’t have the space at all.  this is such a shame because i had noticed such an influx of girls doing them and i had hit so many pbs because the gym was so comfortable and well laid out but clearly you just see it as an inconvenience  additionally, the weights 1-10kg have been placed in the studio, i don’t think you realise this but this actually does isolate girls from feeling welcome in the gym, i just want to grab 7s to use with step ups on the box and now they’re in the studio which often has classes on.  all i can say is that i’m actually so disappointed you can see members habits and choose to completely isolate a group for the sake of what, either put some barbells and weights upstairs so girls can hip thrust, or keep boxes and some wall space free downstairs. there has to be a solution, we are the paying customers here and you’re making it feel like our workout is inconvenient.  i know i’m not the only one who feels this way as i’ve overheard the manager be asked what’s happened and he’s stupidly choosing to back up the layout decision. surely if people are bringing down boxes you can see that the layout is the problem, not the workout. i hope to see a solution very soon."," of them. now i don’t know where to go. puregym is failing miserably. 
1. girls doing barbell hip",girls doing barbell hip
1,2023-01-06,Can a member of the team please empty…,can a member of the team please empty the trash in the ladies toilets? it’s not been emptied for weeks. there’s a rotting banana and period / sanitary products over flowing in all the bins. it’s actually vile.," i’ve tried to contact the management but so far no response. i’m very disappointed. 
1. Trash in ladies toilets",Trash in ladies toilets
1,2023-01-03,Improvement needed,"improve by servicing the machines, 60% cardio machines not working, mens toilets stink and sanitising gel needs topping up regularly",. the machine operators are not trained properly and the 60% of cardio machines are not serviced. the customer is very unhappy and,
1,2023-01-06,Cannot seem to change my home gym so i…,cannot seem to change my home gym so i send an email and get an automated response telling me to cancel and restart. i don’t wanna pay more money to do that. why is it so hard to change my home gym??,"? i have tried everything and nothing works. i am very frustrated. 
1. i cannot change my home gym. 
2. it is",i cannot change my home gym. | it is
1,2023-01-06,Please don’t sign up,please don’t sign up; every avenue i have been ignored for my refund request which is in the terms and conditions to give back if not satisfied this is illegal and i have evidence that they are gaslighting customers to keep this money; it’s beyond legal and if anyone can take it to court please do. i had a bad turn as i’m disabled and they said they didn’t understand and ignored loads of emails and on facebook just ignored my messages. it’s beyond human and morally wrong.," i’m not happy and i’m not going to be a repeat customer. 

1. Evidence of illegal refund practices. 
2",
2,2023-01-05,Just stopped classes at 5.30pm,"i first joined to go to classes after work and mon, tues, and thurs @ 5.30 pm was the ideal time to go on the way home. they have now just stopped the classes stating there is no staff to run them, i complained saying the ladies in the classes were disappointed, and could they please consider bringing them back or we would have to look at other gyms, the manager basically said go then, she didnt care.", so now i am disappointed and i cant go to class anymore. i am a regular and i have been coming for 2 months. i am,
2,2023-01-05,Standards have dropped,les mills classes were never brought back after covid. i appreciate times are tough and they may be more expensive but they weren’t even replaced with an equivalent. now no studio classes on a saturday morning.  also less choice of evening spin classes as there used to be options of 6pm and 7pm classes but now just one. the bikes were replaced in the refurb just a few months ago but some are already out of order. nothing seems to be maintained or followed up as issues aren’t resolved from one week to the next.  not a fan of the new layout. the cardio machines are under such a low ceiling you can touch it - bizarre. most machines now face a wall so it’s just claustrophobic. the alternative is machines directly as you come in the door which i find intimidating as everyone is looking at you as they come in.," 

1. classes cancelled 
2. bikes replaced 
3. new layout not liked To answer this question, I need to extract the main","classes cancelled | bikes replaced | new layout not liked To answer this question, I need to extract the main"
1,2023-01-05,Customer service is absolutely…,"customer service is absolutely appalling. everything you say they just have one response.  they dont allow you to easily cancel membership or to freeze and unfreeze because they want to keep taking money from you.  other than the customer service, website and app being appalling. the gyms are actually not bad."," 

1. Customer",Customer
2,2023-01-03,This review is only about the lack of air conditioning,"this review is only about the air conditioning problems at the gym. the trainers, classes, equipment, etc. are all wonderful. but after waiting years for decent air conditioning and air circulation, and living through months of disruption due to the refurbishment - the problem with air still has not been addressed. the new functional room is totally without a/c. it is a most unpleasant place to train despite the wonderful new equipment and setup. the main gym floor is also very stuffy and tends to smell. when one enters the gym via the pods one is hit with stale, heavy air and a putrid smell. the studio and spin room are pretty good, admittedly! thank you for that at least! at this time of year there are many new members due to all of the new years resolutions to get in shape. as a gym regular i hear many complaining as the gym is advertised as having a/c but it does not feel like that once inside. i have spoken with the lovely manager and it seems as if he cannot control the a/c. please may i ask that you look at this seriously and consider the health implications of training in hot, still air. thank you very much."," 

1. air conditioning problems 
2. new equipment and setup 
3. unpleasant place to train due to air quality issues To answer this",air conditioning problems | new equipment and setup | unpleasant place to train due to air quality issues To answer this
2,2023-01-03,Don’t look like the place had…,don’t look like the place had refurbishment. not clean & equipment damaged. prices have increased. not worth it.," i would not recommend. i was expecting a lot more from a 5 star hotel. 

1. appearance
2. condition
3. prices",appearance | condition | prices
1,2022-12-17,As soon as you walk in there is an…,"as soon as you walk in there is an awful smell in the air of body odour, overall the gym smells unhygienic, it definitely needs a deep clean. i think they should also change the off peak times and evenings should start from 7pm as 8:30pm tends to get quite late."," 
1. Smell 
2. Cleanliness 
3. Hours of operation",Smell | Cleanliness | Hours of operation
1,2023-01-04,Won’t let me cancel my account,won’t let me cancel my account. there’s not even a phone number to call and they don’t reply to emails!, i’ve tried everything to get a response but nothing works. i’ve been a loyal customer for years and i’ve never had a,
1,2023-01-04,Unacceptably dirty,"visited at 12.30pm today.  it was very tatty and dirty, no soap in men’s changing rooms, no disinfectant spray at cleaning stations.  all while the speakers broadcast messages about puregym’s commitment to safe, hygienic gyms.  wouldn’t take much to improve this but a start would be staff cleaning the place."," 

1. Staff cleanliness 
2. Hygiene 
3. Dirty environment",Staff cleanliness | Hygiene | Dirty environment
1,2023-01-04,Waited 40 minutes after ringing the…,waited 40 minutes after ringing the bell to speak to a gym instructor and no one came asked a customer to ask one to see me at the front as i was interested in joining and was told the instructor said they were too busy . thought this may have been a reasonable place for the family to join and train but with service as poor as this clearly this is not a good environment," for children to grow up in.
40 minutes wait for a gym instructor who did not bother to see me.
poor service and",
1,2022-12-20,Couldnt get access despite having multi…,couldnt get access despite having multi gym access, code. tried to call support but got no reply. after 2 weeks i got a reply saying i had to pay $100 to,
2,2023-01-02,Overall cant complain much due to the…,"overall cant complain much due to the price. although a few points that hopefully get back to puregym. - the equipment looks heavily used surprising for a gym that hasnt been open that long, think puregym needs to keep replacing equipment. - the benches are hard, so hard you end up slipping from one side to the other, maybe need to look at upgrading or getting a new supplier. - the gym is too cramped, they have a very large area just for classes which for a couple classes a day that are not even busy seems like a waste of space. - the gym needs a few more cable machines as this gets really busy and could do with a few more leg machines, but i understand space is tight. - weights section is ok but again a little cramped. - biggest problem is plates, people do not put weights back, you cant find a 20kg plate for some odd reason. there are so many odd plates in wrong sections. the staff need to make sure people put the weights back in the correct place, maybe a few signs in places so people can remember its simple gym manners. - they need to now limit the amount of members in the gym, its gets really busy and if more and more sign up then there will be no room to move. - the one in ashford is much better, hopefully they can get a bigger unit or do something about the space just too rammed."," 

1. equipment looks heavily used. 
2. weights section is ok. 
3. plates need to be sorted.",equipment looks heavily used. | weights section is ok. | plates need to be sorted.
2,2023-01-02,More out of order equipment !!!,one of the running machines has had a out of order sign on it for now 4 weeks still non sign of it working! also the yanga drinks station (which i pay extra for monthly) has been out of order for 3 days . the issue is the management are just never around to fix these issues !!! for a gym that is open 24/7 it’s a shame the manager doesn’t seem to make more of an appearance!!!! as usual gym great but let down by poor management !," 

1. out of order running machine 
2. yanga drinks station 
3. poor management",out of order running machine | yanga drinks station | poor management
2,2023-01-02,Key Area for Improvement,"the staff are friendly and there is a wide range of equipment. unfortunately, this gym is let down by the state of cleanliness in every aspect from the changing rooms to the workout areas.  although there has been a small improvement over the last couple of weeks, there is some way to go. as a minimum paper towels need to be available to clean equipment."," 
1. Staff friendliness.
2. Equipment range.
3. Cleanliness.",Staff friendliness. | Equipment range. | Cleanliness.
2,2022-12-17,Manager gone,manager gone kit out of action showers not working gone downhill quickly may have to change gym unfortunately, no water in room so no chance of a swim. very unpleasant experience. i've never been in a hotel before and i'm,
1,2022-12-27,Worse puregym I've experienced,"fiveways/ broad street puregym is the worse puregym in birmingham (i use 10 different ones monthly) in terms of up keep of equipment & hygiene period. the male changing rooms/toilet are a disgrace ive been going there on & off for the past 2 years at one stage last year the toilet was blocked for nearly a week (you can imagine the smell) with tissue & fluids all around it on the floor. to this day the changing rooms still stinks , about a 3rd of the lockers are broke. as for the gym its self the equipment is well out of date broken or missing . all the hygiene stations are empty with no spray bottles. ive looked at the reviews only one person has mentioned some of what ive listed some have even said its the best gym in birmingham shocking. surely the manager & staff have mentioned this, or have they ?needs sorting out desperately",". 

1. equipment is out of date
2. toilet facilities are poor
3. gym needs sorting out",equipment is out of date | toilet facilities are poor | gym needs sorting out
1,2022-12-31,Terrible Gym for people standing at…,"terrible gym for people standing at equipment whilst on their mobile phones.staff are not interested when spoken to.paisley badly needs equipment upgrade.all they have done is replace equipment like for like..nothing new.staff rarely seen in gym.usually sitting in office,or playing football outside office.guess thats what you get.....after they ""qualify "" after a 12week course.!","
1. Staff not interested.
2. Gym needs equipment upgrade.
3. Staff rarely seen.",Staff not interested. | Gym needs equipment upgrade. | Staff rarely seen.
1,2022-12-31,Used this gym for years,used this gym for years. come every morning. yes half the men’s showers aren’t working. yes the lockers are mostly broken. yes the place is desperate for an upgrade. all this i have had to accept. but turning the aircon off? i know everyone is trying to save money on energy but it’s unbearable and we are cooking in our own sweat. sort it out please,". 

1. Aircon is too hot.
2. Men’s showers not working.
3. Lockers mostly broken.",Aircon is too hot. | Men’s showers not working. | Lockers mostly broken.
1,2022-12-30,Poor poor poor!,"poor (unisex!?) changing facilities with maybe 10 or so lockers provided - shockingly inadequate!!!! the class instructors terrible, the pump classes are the worst i’ve ever attended - the air conditioning is ineffective, doesn’t service the cardio areas and seems to blow hot air rather than cool. sadly a pretty poor effort all round by pure gym!"," - i’ve never been to a gym where i felt so disgusted and unclean. 

1. Changing facilities.
2",
1,2022-12-30,Customer service is terrible!,customer service is terrible!  i experienced issues with my membership as i was charged twice. i contacted customer service on fb because there is no phone number to call. i have been trying to resolve this issue for more than 3 months. nobody is able to help me to resolve my query. extremely bad!," 
1. Customer service is terrible.
2. Issues with membership.
3. No phone number to call.",Customer service is terrible. | Issues with membership. | No phone number to call.
2,2022-12-30,atPureGym woolwich,"@puregym woolwich. you are not 24*7 anymore, so i kindly request you to remove the 24*7 point from you online portal and anywhere else. people have joined because its 24*7, but since dec you guys are not 24*7. i have seen people queueing up and for the gym to open in the morning.", i am not a member but i know people who are. they say the staff are rude and unhelpful. i am not a member but,
1,2022-12-29,Unhygienic,"still disappointed with the gym, but had to write another review because the toilets are absolutely vile! they stink and they are never cleaned there is literally grime built up in the toilet bowl literally proving that they aren’t clean! how hard is it to put some toilet cleaner in the loo and give it a scrub rather than making your customers feel absolutely vile for using the toilet! when was the last time they were cleaned? absolutely disgusting and disgraceful",". 

1. toilets are vile
2. disgusting
3. not clean enough",toilets are vile | disgusting | not clean enough
1,2022-12-29,Technical issues again!,technical issues again!! wasnt allowed entry to my gym which i pay for monthly. i drive some distance to get there aswell....this has been an ongoing problem, for the past 6 months. i have tried to contact them via email and phone but they have not responded. i am very unhappy and will,
1,2022-12-29,Brutally Honest Review,"okay, folks, this is the review youve been looking for, strap in...   the good: 1. open 24 hours  2. it has become much less busy since jd opened, which is to the consumers benefit. perhaps around 90 people at peak time compared to 150+ prior to jds emergence.   the bad: 1. despite fewer heads in the gym, theres a ghastly smell around the free-weights area. having read some reviews, its evidently not a new problem and hasnt been fixed for a while. i can only imagine it getting worse if it isnt treated soon.   2. what in the monkeys is going on with the male toilets? why arent they ever clean? theyre never clean enough to use. this means dirty showers that are also almost see-through. if youre reading this and planning to join, be ready to hold for when youre back home.   3. puregyms music playlist is absolutely pump-killing. aint no way people are hitting prs with jess glynne - darling hold my hand.   4. theres nothing state-of-the-art about the exercise equipment. youll literally see them in every gym so dont let this be a determining point for you to choose puregym over another franchise gym. theyre literally all the same. puregym l&d is also looking to add more state-of-the-art equipment, but where are they going to put these? are you gonna leave any walking space?   5. the economics of the womens-only area will at some point or another annoy you. id say the ratio of men-women members is approx 15/1. i havent been in the womens area as a dude but i cant imagine more than 10 women in there at one given time. but its a decent size chuck of the gym (+ equipment) which the greater gender demographic is paying for but not able to use. surely there should be alternate pricing for women if its exclusive for them?   6. refreshments. it took me months to realise that there are vending machines in the gym. but, in good ol tradition, good luck finding them.   7. i havent heard a spin cycle class go on for about a month now. im sure after reading other reviews, youve uncovered another puregym l&d bonanza.   i can go on and on but to summarize, its a basic b!tch gym with nothing to brag about. if you want to go down to the pricing, jd is newer, cleaner and has more to offer and overall a better bang for your buck. unless youre local, it makes no sense to come to puregym l&d over jd.   stay blessed, ta!"," its just a glitch in the system, but i cant help but wonder if its indicative of a bigger problem.   8. the staff",the staff
1,2022-12-28,Customer service,"unforunately, customer service is really not good."," the product arrived damaged and i had to return it. unfortunately, i was not informed about the return process in time. the product i ordered was not",
2,2022-12-29,In third floor,"in third floor in to the room bicycle running machine is small so bad my nose burn chek it please ,the gym must to use and to open all the time ventilation air …","

1. Bicycle running machine is small.
2. My nose burn.
3. Ventilation air.",Bicycle running machine is small. | My nose burn. | Ventilation air.
1,2022-12-28,Old Gym Better,"if you know, they moved this gym from the one that was on park street for £9.99/month. now, its at the crown wharf at £14.99/month with £1/hour parking and inside the gym theres less machines/availability and even less space and comfort as the whole place is open for view from passer bys. time to find a new gym!"," 

1. Gym relocation.
2. Park street to crown wharf.
3. Less space and comfort.",Gym relocation. | Park street to crown wharf. | Less space and comfort.
2,2022-12-28,Not very clean and hardly anyone wipes…,not very clean and hardly anyone wipes down machine’s so sanitise yourself well…..,"
the machine is very dirty and the floor is covered with a thick layer of grime…
the floor is covered with a thick layer of gr",
1,2022-12-28,Regular at pure gym and went to use the…,regular at pure gym and went to use the toilets and someone had urined all over the toilet so went to let the staff know this and when i spoke to a member of staff who was josha baldwin was very  very rude how he spoke to me . reported him to the manager who advised him to apologise and and 2 months later is no good and not to bother damage is done now ..," 

1. Pure gym toilet experience.
2. Unpleasant staff interaction.
3. Manager's response and follow-up.",Pure gym toilet experience. | Unpleasant staff interaction. | Manager's response and follow-up.
2,2022-12-27,Not the best gym.,there’s better pure gyms out there. the weights are all in the wrong areas it’s a mess. the benches are all bunched up together there’s never enough space to workout in the free weights area. the machines are way too close together. just don’t even bother. i also don’t get why it’s so dark?," the only thing i workout for is to get fitter. 
1. space 
2. benches 
3. darkness To answer this question",space | benches | darkness To answer this question
1,2022-12-28,What a headache,"terrible experience from start to finish, the site won’t apply a discount code, everytime i try speak with them i’ve waited atleast 2 days for a reply and even then their response has nothing to do with my query. like my message wasn’t even read properly. wasted so much time back and forth to eventually give up. also some mix up regarding the joining fee, there was an offer for no joining fee but the site simply won’t apply that and then when i spoke with them after a 3 day wait they said to pay it and they’ll credit it to my account but i when i seeked some kind of confirmation i received nothing. plus i’d like to mention i did pop in there to check if my membership was active at the start to be left out in the cold, a member let me in and i was approached by a member of staff who just looked at me up and down, i explained my issue and he told me he can’t help me as he has no tablet and to see a manager when they arrive, i saw the opportunity to ask about the size and equipment of the gym but when i thought about it he could’ve offered to show me around quickly. i keep trying again to arrange membership as i need a 24hour gym but keep meeting with more diss appointment."," 

1. Discount code issue 
2. Joining fee confusion 
3. Membership activation neglect To answer this question, we need to extract","Discount code issue | Joining fee confusion | Membership activation neglect To answer this question, we need to extract"
1,2022-12-27,Awful customer service! At the very first visit to the club in…,"at the very first visit to the club in canterbury kent this evening, the desire to become a member disappeared. first of all, during registration, i received a long pincode, which when i enter did not let me in. i pressed the emergency and after 5 min a lady come down. i had explained what happened but the lady said i’m not gonna let you in, unless i see that its for the gym in sturry. at the same time my phone battery was nearly down. so i said i have chosen sturry in canterbury, i showed my pin code and confirmation email as well as my bank transaction! instead she decided that i’m having a go with her and said i’m not gonna let you in, because by showing her the evidence she decided that i’m rude.she clearly didn’t know how to speak to clients. so i needed to beg her to let me in. after she let me in, she did not try to show me around so i needed to ask clients where are the dressing rooms. awful attitude!! on the way out i asked for her name and she said, why do you need my name, i already told my boss how rude you are and won’t let you out she said. now i hope the same boss reads this and teach jodie how to speak with clients! glad i have chosen everlast gym."," 

1. i received a long pincode.
2. she decided i’m rude.
3. i needed to beg her",i received a long pincode. | she decided i’m rude. | i needed to beg her
1,2022-12-27,Just about impossible to cancel a…,just about impossible to cancel a monthly subscription i did freeze my membership because of an injury but this never happened they still deducted my full fee so i’ll cancel my direct deb it’s a pity because apart from members using the gym as a internet cafe it’s well equipped and clean,". 
1. Membership cancellation hassle.
2. Deducted fee issue.
3. Gym facilities.",Membership cancellation hassle. | Deducted fee issue. | Gym facilities.
1,2022-12-21,No cleaning stations despite constant…,"no cleaning stations despite constant audio announcements, showers untidy and not regularly hosed down."," the staff are not friendly and do not seem to care about the cleanliness of the building. the building is very dirty and smells terrible. 
1.",
2,2022-12-27,Class timetable,"i have had a good experience using skydome puregym for a number of months. however, since december i have been very disappointed about the way that classes have been organised. i understand that more staff have annual leave around christmas, but i do think that classes should be organised more effectively. it was especially disappointing to attend a spin class on christmas eve morning (along with 6 other members) only to find that the member of staff who was meant to be running the class was on annual leave. in addition to this, there are no classes available to book from january 1st onwards, i pay more for membership to allow me to book in advance (which i can’t currently do)."," overall, i am very unhappy with the way that classes have been organised and would not recommend this gym to anyone. 

1. classes are",classes are
1,2022-12-25,Open 24 Hours?,went to puregym sheffield city centre south on xmas day morning to find it was closed. was very disappointed as i did check on the website / twitter and facebook to check it was open and didnt see anything just how puregym is open 24 hours.  i can live with the gym being closed on xmas day but think it was very poor customer service not to inform members of xmas opening hours on social media. what other times are you closed over the holiday period?," @puregym sheffield i was very disappointed and will not be returning. 

1. Puregym was closed.
",Puregym was closed.
1,2022-12-22,Bathroom stinks of Faeces,bathroom smells of faeces made the management aware they said they would keep on top of it ! i pay £24 a month for a smelly shower that makes you gag!!!  it is not okay to take money from my account but not ok to provide the level of service you expect from the facilities! bit of a let down to be honest with you !,  poor quality toilet roll and shower gel.  i have complained to the management and still no sign of a solution!  the staff are r,
2,2022-12-22,Dated equipment. Desperate for a refurb,"dated equipment yet the company have the cheek to constantly put the prices up. the gym is in desperate need of a refurb, and no, not just a lick of paint. half the kit looks like it’s been chewed. better off going to the gym group where they update the kit regularly",". 

1. Equipment",Equipment
1,2022-12-25,Advertised as being open 24/7 yet…,"advertised as being open 24/7 yet closed on christmas day without any prior notice. several customers turned up at the door to find this out within the 3 minutes i was there. couldnt they at least notify customers via text message to save our wasted journeys?  update: thanks for the response and i appreciate the reason for the closure. however, i was simply looking for reassurance that customers would be given advance notice in future."," the staff were very helpful and polite. 

1. Advertised closure.
2. Wasted journeys.
3. Advance",Advertised closure. | Wasted journeys. | Advance
1,2022-12-25,Yeah the '24x7' app-controlled gym that…,yeah the 24x7 app-controlled gym that simply closes when it feels like it. and the only way you find out is by going all the way there ... to find some idiot has pasted a piece of paper in the window. they clearly dont give a monkeys about their customers. clearly to much effort for them to make the actual not-24x7 hours opening visible in their app or to text their customers if they simply dont feel like opening.," 
1. 24x7 app-controlled gym.
2. Idiot who pasted paper in window.
3. Custom",24x7 app-controlled gym. | Idiot who pasted paper in window. | Custom
1,2022-12-25,Scamming people,it states 24hrs gym and they are closed down early. so i got these day passes and i booked them for christmas and to find out its closed. at least let us know when booking the day pass that the gym isn’t open for holiday. or state that the gym isn’t 24hr open. that’s a misleading information., i booked them for christmas and to use them on christmas day. so i was very disappointed when i found out that the,
1,2022-12-23,About 4 weeks ago when I was at this…,"about 4 weeks ago when i was at this gym i’ve notice a flickering ceiling light, which was annoying while training. i came back about 2 weeks later same light still flickering ( thought they would of got an electrician to fix or replace). came back to this gym on the 23rd december and guess what? yep this light has still not been repaired! it’s been a month and no one has said or done anything about this (is it just me or what?!) puregym charlton stop being cheap and get it replaced or fixed. i’m paying for a service and expect things to be working! merry christmas!   reply to your message! ‘seriously? get out of your office and look up!’","  i’m not a kid and i know what flickering light means.   i’m not asking for a refund, just",
1,2022-12-24,Why close a 24hr gym???????,why was the winter hill gym closed on christmas eve you are supposed to open 24/7 365 days that is what i pay for because of this i am now looking to join a different gym,. i was told that the winter hill gym was closed due to a lack of staff. i was told that the gym was closed because there was no,
2,2022-12-24,Absolute no need for a sarcastic reply whatsoever,i attempted at 4pm on christmas eve along with several other members to go in for a workout and closed??open every day 24/7?i use every christmas and a great start to my day but now it’s being closed when doesn’t even need staffed.don’t even know if open for a few hours christmas when you used to encourage members who live alone etc to come and train which was a great gesture.i get staff deserve time off hence comment about the cctv.really poor communication and from now looking fir a new gym as false advertising,".

1. gym closed early without staffing.
2. poor communication about gym hours.
3. gym being closed on christmas",gym closed early without staffing. | poor communication about gym hours. | gym being closed on christmas
1,2022-12-24,Warrington central closed Christmas…,warrington central closed christmas eve.lots of people look forward to train just before christmas day.not on.,this.year. 2 trains cancelled. 2 people injured. 2 people taken to hospital.  i was on the 2nd,
1,2022-12-23,This gym is a joke the place never gets…,this gym is a joke the place never gets cleaned properly i was in this morning only one there then 2 drunken lads came in and set fire alarms off i was in 20 minutes on my own before any response hopefully they will be banned for there actions!! there is no 24 hour cover on that gym it really is a joke for people training. there are 2 machines that have been broke for 2 months will they ever be fixed? hopefully this message will be taken seriously!!," 

1. Gym is badly run.
2. Fire alarms set off.
3. Machines broken for 2 months.",Gym is badly run. | Fire alarms set off. | Machines broken for 2 months.
